Star ID,Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,Bin 11,Bin 12
3720,3,3,9,7,12,15,18,21,23,23,23,36
3720,3,3,9,7,12,16,17,21,22,23,23,36
3720,3,3,9,6,12,16,17,20,23,23,24,36
3720,3,3,9,7,11,16,17,22,21,23,24,36
3720,3,3,9,7,12,16,18,22,21,23,23,37
3720,3,3,9,7,12,16,16,21,23,23,23,36
3720,3,3,9,6,13,16,18,21,22,23,23,36
3720,3,3,10,6,13,16,18,21,22,23,23,36
3720,3,3,9,7,11,16,18,22,21,23,23,36
3720,3,3,9,7,12,17,17,20,23,23,23,36
3720,3,3,9,6,13,16,18,23,21,23,23,36
3793,2,4,6,11,12,16,19,19,28,23,34,38
3793,2,4,6,10,13,16,19,19,28,23,35,38
3793,2,4,6,11,12,16,19,19,28,24,34,38
3793,2,4,5,11,12,16,19,18,28,23,34,38
3793,2,4,6,11,11,16,19,19,28,23,34,38
3793,2,4,6,11,12,16,19,19,28,23,35,37
3793,2,4,6,11,13,16,18,19,28,23,34,39
3793,2,4,6,11,13,16,19,19,28,23,34,37
3793,2,4,6,11,13,16,19,19,29,23,34,38
3793,2,4,6,11,13,16,19,19,28,23,34,38
3793,2,4,6,11,12,16,18,19,28,24,34,38
3793,2,4,6,11,12,16,20,19,27,23,34,38
3793,2,4,6,11,12,16,19,18,28,24,34,38
3793,2,4,6,11,12,16,20,19,27,23,34,38
3793,2,4,6,11,13,16,19,19,28,23,34,38
3815,3,3,8,10,11,17,15,19,29,24,23,42
3815,3,3,8,10,11,18,15,19,29,23,23,43
3815,3,3,8,10,11,18,15,19,29,23,23,43
3815,3,3,7,10,11,17,15,19,29,23,23,43
3815,3,3,8,10,11,17,15,19,29,23,23,43
3815,3,3,8,10,12,17,15,19,29,23,23,43
3815,3,3,8,10,11,17,15,18,29,23,23,43
3815,3,3,8,10,11,16,15,20,29,23,23,43
3815,3,3,8,10,11,17,15,19,30,23,23,43
3815,3,3,8,10,11,17,15,19,30,23,23,43
3815,3,3,7,11,11,18,15,19,30,23,23,43
3815,3,3,8,10,11,17,15,19,28,24,23,43
3815,3,3,7,11,11,18,14,19,29,24,23,43
3815,3,3,7,11,11,17,15,19,28,23,24,43
3815,3,3,7,11,11,17,15,19,29,23,22,43
3915,3,4,6,8,15,12,17,19,27,18,23,41
3915,3,4,6,8,15,11,18,19,27,18,23,41
3915,3,4,6,8,15,11,17,19,27,18,23,41
3915,3,4,6,8,16,12,16,18,27,18,23,41
3915,3,4,6,9,14,11,17,19,27,18,23,41
3915,3,4,6,8,15,11,17,19,26,18,23,41
3915,3,4,6,9,14,11,16,19,27,18,23,42
3915,3,4,6,8,15,12,17,19,27,18,23,41
3915,3,4,7,8,15,12,16,19,27,18,23,41
3915,3,4,6,8,15,11,17,19,27,19,23,41
3915,3,4,6,8,15,12,16,19,27,18,23,41
3915,3,4,6,8,14,11,17,19,27,18,23,41
3915,3,4,6,8,15,12,16,19,27,18,23,41
3915,3,4,6,9,13,11,17,19,27,18,23,41
3915,3,4,6,8,15,12,17,20,27,18,22,41
4215,1,1,7,11,18,18,29,24,29,27,37,33
4215,1,1,8,9,20,18,28,25,29,27,37,32
4215,1,1,7,9,20,18,28,24,30,26,38,32
4215,1,1,8,9,20,18,28,25,29,27,36,33
4215,2,1,8,10,19,18,28,26,28,28,37,32
4215,1,1,8,10,19,18,28,24,30,26,38,33
4215,1,1,7,11,19,18,29,24,29,26,38,31
4215,1,1,8,9,20,18,28,24,31,27,37,32
4215,1,1,8,10,18,18,28,25,29,27,37,33
4215,1,1,8,9,20,18,29,23,30,26,38,32
4215,1,1,8,9,20,18,28,25,29,27,37,32
